province,period,avgTemperature,avgRainfall,avgHumidity,weatherScore,year,month
"lampang","2021-01",23.32,0.04,77.15,98,2021,01
"lampang","2021-02",25.73,0.66,73.90,98,2021,02
"lampang","2021-03",29.48,0.29,68.62,96,2021,03
"lampang","2021-04",28.71,6.57,77.53,85,2021,04
"lampang","2021-05",30.28,3.93,73.49,86,2021,05
"lampang","2021-06",29.00,5.57,75.85,85,2021,06
"lampang","2021-07",28.04,7.48,79.90,85,2021,07
"lampang","2021-08",28.43,6.43,77.96,87,2021,08
"lampang","2021-09",26.69,14.35,82.93,82,2021,09
"lampang","2021-10",26.24,7.68,80.90,87,2021,10
"lampang","2021-11",25.64,2.68,76.48,95,2021,11
"lampang","2021-12",22.23,0.20,79.18,97,2021,12
"lampang","2022-01",22.82,1.00,79.10,96,2022,01
"lampang","2022-02",23.91,3.46,79.58,93,2022,02
"lampang","2022-03",28.81,3.21,72.35,93,2022,03
"lampang","2022-04",29.02,3.11,73.12,89,2022,04
"lampang","2022-05",27.24,10.41,81.39,85,2022,05
"lampang","2022-06",28.87,4.89,78.07,86,2022,06
"lampang","2022-07",27.64,10.11,81.19,84,2022,07
"lampang","2022-08",26.98,10.82,84.00,82,2022,08
"lampang","2022-09",26.52,15.15,83.75,81,2022,09
"lampang","2022-10",25.74,6.80,79.91,89,2022,10
"lampang","2022-11",25.16,2.92,78.98,93,2022,11
"lampang","2022-12",23.33,0.91,78.81,95,2022,12
"lampang","2023-01",21.76,0.08,79.59,98,2023,01
"lampang","2023-02",24.14,0.36,76.63,98,2023,02
"lampang","2023-03",27.06,0.53,72.19,98,2023,03
"lampang","2023-04",30.86,0.39,66.54,95,2023,04
"lampang","2023-05",30.04,5.23,72.89,86,2023,05
"lampang","2023-06",29.35,6.69,77.72,84,2023,06
"lampang","2023-07",29.23,6.38,78.27,85,2023,07
"lampang","2023-08",28.39,7.47,80.13,85,2023,08
"lampang","2023-09",27.33,15.88,83.59,79,2023,09
"lampang","2023-10",26.42,9.85,84.07,83,2023,10
"lampang","2023-11",25.44,0.85,76.15,96,2023,11
"lampang","2023-12",24.65,0.38,76.16,97,2023,12
"lampang","2024-01",23.83,0.99,78.12,96,2024,01
"lampang","2024-02",25.82,0.62,74.38,98,2024,02
"lampang","2024-03",28.97,1.79,69.76,97,2024,03
"lampang","2024-04",32.75,0.60,64.04,91,2024,04
"lampang","2024-05",30.27,9.87,76.84,80,2024,05
"lampang","2024-06",28.68,7.67,79.18,86,2024,06
"lampang","2024-07",28.25,9.47,82.52,82,2024,07
"lampang","2024-08",27.33,8.34,82.41,84,2024,08
"lampang","2024-09",27.27,8.65,79.72,85,2024,09
"lampang","2024-10",26.81,8.39,78.81,87,2024,10
"lampang","2024-11",25.60,1.66,76.60,95,2024,11
"lampang","2024-12",23.84,0.16,76.71,99,2024,12
"lampang","2025-01",21.67,0.00,79.49,97,2025,01
"lampang","2025-02",25.30,0.86,75.65,97,2025,02
"lampang","2025-03",28.69,0.54,69.81,98,2025,03
"lampang","2025-04",30.56,2.63,70.43,88,2025,04
"lampang","2025-05",28.98,7.47,76.81,84,2025,05
"lampang","2025-06",28.24,6.11,79.69,87,2025,06
"lampang","2025-07",27.59,10.55,82.17,83,2025,07
"lampang","2025-08",27.64,8.08,79.89,86,2025,08
"lampang","2025-09",27.51,9.40,80.92,85,2025,09
"lampang","2025-10",27.32,3.61,77.02,91,2025,10
"lampang","2025-11",24.10,7.51,82.78,87,2025,11
"mae-hong-son","2020-01",23.13,0.01,77.32,98,2020,01
"mae-hong-son","2020-02",24.36,0.02,75.52,100,2020,02
"mae-hong-son","2020-03",28.21,0.00,69.68,100,2020,03
"mae-hong-son","2020-04",30.56,2.36,68.70,91,2020,04
"mae-hong-son","2020-05",29.80,4.80,73.89,84,2020,05
"mae-hong-son","2020-06",27.95,9.03,82.65,84,2020,06
"mae-hong-son","2020-07",27.54,10.34,84.13,81,2020,07
"mae-hong-son","2020-08",26.42,22.25,86.79,76,2020,08
"mae-hong-son","2020-09",27.24,10.60,83.69,82,2020,09
"mae-hong-son","2020-10",26.52,2.69,78.19,92,2020,10
"mae-hong-son","2020-11",25.50,1.08,75.02,97,2020,11
"mae-hong-son","2020-12",23.01,0.12,77.85,98,2020,12
"mae-hong-son","2021-01",22.96,0.49,78.87,97,2021,01
"mae-hong-son","2021-02",23.51,0.94,77.78,96,2021,02
"mae-hong-son","2021-03",27.62,0.07,70.77,99,2021,03
"mae-hong-son","2021-04",27.87,5.18,76.79,89,2021,04
"mae-hong-son","2021-05",29.20,6.06,75.93,86,2021,05
"mae-hong-son","2021-06",27.42,12.11,83.41,81,2021,06
"mae-hong-son","2021-07",26.87,11.80,85.23,79,2021,07
"mae-hong-son","2021-08",26.67,11.42,84.13,82,2021,08
"mae-hong-son","2021-09",27.07,8.96,82.63,84,2021,09
"mae-hong-son","2021-10",26.51,6.63,81.33,87,2021,10
"mae-hong-son","2021-11",25.65,2.65,78.58,92,2021,11
"mae-hong-son","2021-12",22.40,0.05,78.54,98,2021,12
"mae-hong-son","2022-01",22.36,1.75,80.13,95,2022,01
"mae-hong-son","2022-02",23.27,2.09,78.80,96,2022,02
"mae-hong-son","2022-03",28.54,1.50,71.89,95,2022,03
"mae-hong-son","2022-04",29.42,1.14,71.20,93,2022,04
"mae-hong-son","2022-05",27.80,10.25,82.15,82,2022,05
"mae-hong-son","2022-06",27.54,10.00,83.33,83,2022,06
"mae-hong-son","2022-07",27.76,11.89,81.59,82,2022,07
"mae-hong-son","2022-08",27.29,14.40,83.51,81,2022,08
"mae-hong-son","2022-09",26.72,12.10,84.55,80,2022,09
"mae-hong-son","2022-10",26.16,4.13,77.50,92,2022,10
"mae-hong-son","2022-11",25.76,1.78,76.89,95,2022,11
"mae-hong-son","2022-12",24.43,0.54,76.80,97,2022,12
"mae-hong-son","2023-01",22.00,0.00,79.00,99,2023,01
"mae-hong-son","2023-02",24.55,0.36,75.95,99,2023,02
"mae-hong-son","2023-03",27.26,0.46,71.83,99,2023,03
"mae-hong-son","2023-04",31.65,0.08,64.76,94,2023,04
"mae-hong-son","2023-05",30.49,4.50,71.55,85,2023,05
"mae-hong-son","2023-06",28.28,12.17,82.09,81,2023,06
"mae-hong-son","2023-07",28.11,9.88,82.71,81,2023,07
"mae-hong-son","2023-08",27.48,13.08,83.45,80,2023,08
"mae-hong-son","2023-09",27.25,16.69,83.77,76,2023,09
"mae-hong-son","2023-10",26.65,8.00,81.77,86,2023,10
"mae-hong-son","2023-11",26.70,1.15,74.17,97,2023,11
"mae-hong-son","2023-12",24.80,0.53,76.29,97,2023,12
"mae-hong-son","2024-01",23.19,0.81,78.78,97,2024,01
"mae-hong-son","2024-02",24.95,0.00,74.58,100,2024,02
"mae-hong-son","2024-03",28.41,0.48,70.35,98,2024,03
"mae-hong-son","2024-04",32.52,0.21,63.85,92,2024,04
"mae-hong-son","2024-05",30.34,10.10,74.94,80,2024,05
"mae-hong-son","2024-06",28.06,15.78,84.06,78,2024,06
"mae-hong-son","2024-07",27.24,15.79,85.49,77,2024,07
"mae-hong-son","2024-08",27.25,19.02,84.80,76,2024,08
"mae-hong-son","2024-09",27.52,11.53,79.20,86,2024,09
"mae-hong-son","2024-10",27.56,5.02,75.93,90,2024,10
"mae-hong-son","2024-11",25.27,3.16,76.14,95,2024,11
"mae-hong-son","2024-12",23.99,0.43,76.71,98,2024,12
"mae-hong-son","2025-01",21.65,0.05,79.68,96,2025,01
"mae-hong-son","2025-02",24.69,1.06,76.16,98,2025,02
"mae-hong-son","2025-03",27.97,0.02,70.11,100,2025,03
"mae-hong-son","2025-04",29.58,2.11,70.97,92,2025,04
"mae-hong-son","2025-05",28.44,9.76,79.74,83,2025,05
"mae-hong-son","2025-06",27.45,14.73,83.97,79,2025,06
"mae-hong-son","2025-07",26.47,20.31,86.90,74,2025,07
"mae-hong-son","2025-08",26.89,13.98,84.54,78,2025,08
"mae-hong-son","2025-09",26.99,12.13,84.20,80,2025,09
"mae-hong-son","2025-10",26.76,2.93,77.61,92,2025,10
"mae-hong-son","2025-11",24.14,5.38,80.89,90,2025,11
"nan","2020-01",23.31,0.03,77.14,98,2020,01
"nan","2020-02",24.20,0.04,75.83,99,2020,02
"nan","2020-03",28.53,0.53,70.66,97,2020,03
"nan","2020-04",29.20,2.75,71.79,92,2020,04
"nan","2020-05",30.01,2.35,71.01,89,2020,05
"nan","2020-06",27.46,11.48,83.37,81,2020,06
"nan","2020-07",27.47,8.26,82.39,84,2020,07
"nan","2020-08",25.95,19.09,86.09,78,2020,08
"nan","2020-09",26.59,11.27,85.29,81,2020,09
"nan","2020-10",25.06,3.24,80.50,91,2020,10
"nan","2020-11",24.89,0.22,75.33,98,2020,11
"nan","2020-12",21.37,0.00,79.95,96,2020,12
"nan","2021-01",20.47,0.06,81.47,92,2021,01
"nan","2021-02",22.81,0.55,78.39,97,2021,02
"nan","2021-03",27.16,0.26,72.05,97,2021,03
"nan","2021-04",26.63,8.68,81.01,85,2021,04
"nan","2021-05",28.04,4.98,78.39,88,2021,05
"nan","2021-06",27.06,10.29,81.23,84,2021,06
"nan","2021-07",26.70,10.25,83.85,82,2021,07
"nan","2021-08",26.77,8.00,83.12,85,2021,08
"nan","2021-09",26.22,11.20,85.13,82,2021,09
"nan","2021-10",25.77,5.49,80.66,89,2021,10
"nan","2021-11",24.73,1.52,76.18,97,2021,11
"nan","2021-12",21.12,0.08,80.57,94,2021,12
"nan","2022-01",22.12,1.23,80.55,95,2022,01
"nan","2022-02",22.83,3.07,79.81,93,2022,02
"nan","2022-03",27.21,4.18,76.27,92,2022,03
"nan","2022-04",26.77,4.54,78.18,90,2022,04
"nan","2022-05",26.49,11.95,83.18,82,2022,05
"nan","2022-06",27.58,6.39,81.30,86,2022,06
"nan","2022-07",26.72,16.86,84.44,78,2022,07
"nan","2022-08",26.15,14.67,83.99,81,2022,08
"nan","2022-09",25.94,14.97,85.72,78,2022,09
"nan","2022-10",24.86,6.50,80.95,90,2022,10
"nan","2022-11",24.61,3.37,80.49,92,2022,11
"nan","2022-12",22.46,0.41,79.48,95,2022,12
"nan","2023-01",21.28,0.06,80.26,95,2023,01
"nan","2023-02",24.13,0.06,76.00,99,2023,02
"nan","2023-03",26.64,0.46,73.35,98,2023,03
"nan","2023-04",30.03,2.42,69.23,93,2023,04
"nan","2023-05",29.15,5.32,75.07,88,2023,05
"nan","2023-06",27.62,12.87,82.96,80,2023,06
"nan","2023-07",27.44,10.71,81.96,83,2023,07
"nan","2023-08",26.50,12.45,84.86,80,2023,08
"nan","2023-09",26.45,17.10,84.66,77,2023,09
"nan","2023-10",26.02,12.41,85.53,80,2023,10
"nan","2023-11",24.54,1.48,78.41,95,2023,11
"nan","2023-12",23.70,0.78,77.40,96,2023,12
"nan","2024-01",23.08,0.74,79.19,95,2024,01
"nan","2024-02",24.97,0.18,75.07,99,2024,02
"nan","2024-03",27.63,0.53,71.96,97,2024,03
"nan","2024-04",30.89,0.78,67.20,93,2024,04
"nan","2024-05",28.49,10.57,80.31,83,2024,05
"nan","2024-06",27.91,10.84,81.57,82,2024,06
"nan","2024-07",26.69,11.55,84.26,81,2024,07
"nan","2024-08",26.62,12.76,84.06,80,2024,08
"nan","2024-09",26.57,9.65,81.91,84,2024,09
"nan","2024-10",26.52,4.00,77.36,92,2024,10
"nan","2024-11",24.83,0.78,76.58,97,2024,11
"nan","2024-12",22.48,0.18,78.82,96,2024,12
"nan","2025-01",20.21,0.00,81.69,91,2025,01
"nan","2025-02",24.21,0.56,76.73,98,2025,02
"nan","2025-03",26.80,0.32,72.20,99,2025,03
"nan","2025-04",28.25,2.40,74.89,93,2025,04
"nan","2025-05",27.73,6.15,80.66,86,2025,05
"nan","2025-06",27.50,8.20,81.53,85,2025,06
"nan","2025-07",26.35,20.52,86.96,75,2025,07
"nan","2025-08",26.79,11.76,84.46,81,2025,08
"nan","2025-09",26.57,10.37,83.49,83,2025,09
"nan","2025-10",26.22,2.12,78.20,91,2025,10
"nan","2025-11",23.25,4.64,81.53,90,2025,11
"phrae","2020-01",25.00,0.01,74.53,100,2020,01
"phrae","2020-02",26.27,0.06,72.78,100,2020,02
"phrae","2020-03",30.32,0.12,66.89,96,2020,03
"phrae","2020-04",30.47,2.05,69.87,92,2020,04
"phrae","2020-05",31.10,0.90,68.03,91,2020,05
"phrae","2020-06",29.54,5.48,76.02,83,2020,06
"phrae","2020-07",29.15,4.25,76.32,88,2020,07
"phrae","2020-08",26.99,11.25,82.52,82,2020,08
"phrae","2020-09",27.44,6.75,82.19,86,2020,09
"phrae","2020-10",25.54,4.38,80.86,89,2020,10
"phrae","2020-11",25.55,0.16,74.16,98,2020,11
"phrae","2020-12",22.65,0.00,78.03,98,2020,12
"phrae","2021-01",22.29,0.01,78.59,96,2021,01
"phrae","2021-02",25.14,0.22,74.80,99,2021,02
"phrae","2021-03",29.35,0.22,68.64,97,2021,03
"phrae","2021-04",27.95,8.83,78.71,86,2021,04
"phrae","2021-05",30.17,2.14,71.60,89,2021,05
"phrae","2021-06",28.81,5.16,75.48,90,2021,06
"phrae","2021-07",27.97,7.12,81.03,84,2021,07
"phrae","2021-08",27.95,6.98,78.89,89,2021,08
"phrae","2021-09",26.86,11.83,82.81,83,2021,09
"phrae","2021-10",26.43,4.50,79.05,89,2021,10
"phrae","2021-11",26.14,0.97,74.85,97,2021,11
"phrae","2021-12",23.04,0.03,77.51,99,2021,12
"phrae","2022-01",24.00,0.90,77.55,97,2022,01
"phrae","2022-02",24.28,2.29,78.40,95,2022,02
"phrae","2022-03",29.28,1.84,71.52,92,2022,03
"phrae","2022-04",29.59,2.00,71.21,90,2022,04
"phrae","2022-05",27.64,9.97,80.37,85,2022,05
"phrae","2022-06",29.26,3.06,74.22,90,2022,06
"phrae","2022-07",27.96,9.50,79.15,85,2022,07
"phrae","2022-08",27.02,6.78,81.74,85,2022,08
"phrae","2022-09",26.49,10.68,83.66,81,2022,09
"phrae","2022-10",26.01,4.44,79.10,91,2022,10
"phrae","2022-11",25.08,3.39,78.85,93,2022,11
"phrae","2022-12",23.45,0.54,78.10,95,2022,12
"phrae","2023-01",22.01,0.03,79.06,97,2023,01
"phrae","2023-02",25.57,0.16,74.12,99,2023,02
"phrae","2023-03",27.84,0.38,71.20,98,2023,03
"phrae","2023-04",31.26,0.88,66.35,93,2023,04
"phrae","2023-05",30.25,3.44,72.13,86,2023,05
"phrae","2023-06",29.46,6.22,77.58,83,2023,06
"phrae","2023-07",29.30,3.85,75.62,88,2023,07
"phrae","2023-08",28.36,7.07,79.27,86,2023,08
"phrae","2023-09",27.24,14.34,83.95,79,2023,09
"phrae","2023-10",26.76,5.65,80.27,88,2023,10
"phrae","2023-11",25.98,0.97,74.84,97,2023,11
"phrae","2023-12",25.27,0.16,74.58,99,2023,12
"phrae","2024-01",24.35,1.28,76.87,96,2024,01
"phrae","2024-02",26.69,0.06,72.15,99,2024,02
"phrae","2024-03",29.25,0.82,69.67,97,2024,03
"phrae","2024-04",32.43,0.11,63.70,93,2024,04
"phrae","2024-05",30.21,8.22,75.31,83,2024,05
"phrae","2024-06",28.99,5.39,76.94,87,2024,06
"phrae","2024-07",28.23,7.09,81.09,86,2024,07
"phrae","2024-08",27.60,6.60,79.65,87,2024,08
"phrae","2024-09",27.51,8.33,79.16,87,2024,09
"phrae","2024-10",27.49,3.29,75.07,93,2024,10
"phrae","2024-11",26.75,0.43,72.97,98,2024,11
"phrae","2024-12",25.15,0.06,74.46,99,2024,12
"phrae","2025-01",22.88,0.00,77.68,98,2025,01
"phrae","2025-02",26.87,0.25,72.45,99,2025,02
"phrae","2025-03",30.08,0.13,67.28,95,2025,03
"phrae","2025-04",31.09,2.88,70.02,87,2025,04
"phrae","2025-05",29.38,4.86,76.51,86,2025,05
"phrae","2025-06",29.36,2.80,74.00,91,2025,06
"phrae","2025-07",27.91,10.35,81.97,83,2025,07
"phrae","2025-08",27.90,7.03,79.03,86,2025,08
"phrae","2025-09",27.29,8.85,80.69,84,2025,09
"phrae","2025-10",27.62,3.84,75.85,92,2025,10
"phrae","2025-11",25.00,4.71,80.03,91,2025,11
"phitsanulok","2020-01",27.51,0.05,70.88,100,2020,01
"phitsanulok","2020-02",27.92,0.07,70.32,99,2020,02
"phitsanulok","2020-03",30.88,0.41,66.90,92,2020,03
"phitsanulok","2020-04",31.48,2.02,67.36,90,2020,04
"phitsanulok","2020-05",31.82,1.96,68.18,88,2020,05
"phitsanulok","2020-06",29.37,9.73,80.22,79,2020,06
"phitsanulok","2020-07",28.80,6.28,78.93,87,2020,07
"phitsanulok","2020-08",27.81,8.18,80.80,85,2020,08
"phitsanulok","2020-09",28.22,10.41,81.67,83,2020,09
"phitsanulok","2020-10",26.47,9.24,81.91,84,2020,10
"phitsanulok","2020-11",26.87,0.22,72.37,98,2020,11
"phitsanulok","2020-12",25.00,0.02,74.56,100,2020,12
"phitsanulok","2021-01",24.21,0.00,75.69,99,2021,01
"phitsanulok","2021-02",26.69,0.29,72.75,98,2021,02
"phitsanulok","2021-03",30.60,0.48,67.26,95,2021,03
"phitsanulok","2021-04",28.97,7.95,78.31,84,2021,04
"phitsanulok","2021-05",30.16,2.72,72.49,87,2021,05
"phitsanulok","2021-06",28.98,4.82,75.61,88,2021,06
"phitsanulok","2021-07",28.31,9.82,81.05,82,2021,07
"phitsanulok","2021-08",28.22,7.92,80.17,86,2021,08
"phitsanulok","2021-09",27.60,15.18,83.37,79,2021,09
"phitsanulok","2021-10",27.36,8.68,80.56,86,2021,10
"phitsanulok","2021-11",27.09,0.82,73.50,97,2021,11
"phitsanulok","2021-12",24.07,0.04,76.01,99,2021,12
"phitsanulok","2022-01",24.75,0.49,75.76,99,2022,01
"phitsanulok","2022-02",25.23,3.77,77.92,93,2022,02
"phitsanulok","2022-03",29.23,3.00,72.32,92,2022,03
"phitsanulok","2022-04",29.39,1.41,70.57,95,2022,04
"phitsanulok","2022-05",28.23,9.76,80.22,84,2022,05
"phitsanulok","2022-06",28.50,4.67,76.25,91,2022,06
"phitsanulok","2022-07",28.19,12.33,81.09,82,2022,07
"phitsanulok","2022-08",27.70,17.23,84.04,76,2022,08
"phitsanulok","2022-09",27.24,17.08,83.81,77,2022,09
"phitsanulok","2022-10",26.99,6.66,77.50,89,2022,10
"phitsanulok","2022-11",27.13,2.90,75.89,93,2022,11
"phitsanulok","2022-12",24.77,0.25,75.60,97,2022,12
"phitsanulok","2023-01",24.11,0.08,76.07,100,2023,01
"phitsanulok","2023-02",26.96,0.29,72.42,98,2023,02
"phitsanulok","2023-03",29.34,0.75,69.51,95,2023,03
"phitsanulok","2023-04",32.34,0.89,65.51,91,2023,04
"phitsanulok","2023-05",31.14,6.33,70.06,85,2023,05
"phitsanulok","2023-06",29.42,6.70,77.72,85,2023,06
"phitsanulok","2023-07",29.30,5.66,76.18,86,2023,07
"phitsanulok","2023-08",28.63,5.48,79.06,86,2023,08
"phitsanulok","2023-09",27.87,17.07,83.71,77,2023,09
"phitsanulok","2023-10",27.71,7.80,80.93,85,2023,10
"phitsanulok","2023-11",27.04,1.56,74.77,95,2023,11
"phitsanulok","2023-12",25.99,0.09,73.30,99,2023,12
"phitsanulok","2024-01",25.33,1.41,76.61,95,2024,01
"phitsanulok","2024-02",27.49,0.08,70.99,99,2024,02
"phitsanulok","2024-03",29.67,2.07,70.90,92,2024,03
"phitsanulok","2024-04",32.69,0.27,63.76,93,2024,04
"phitsanulok","2024-05",30.82,6.01,74.40,82,2024,05
"phitsanulok","2024-06",29.11,6.93,79.24,88,2024,06
"phitsanulok","2024-07",28.08,8.66,82.16,83,2024,07
"phitsanulok","2024-08",28.33,9.09,79.95,83,2024,08
"phitsanulok","2024-09",28.20,9.40,81.52,83,2024,09
"phitsanulok","2024-10",28.14,7.00,77.99,89,2024,10
"phitsanulok","2024-11",27.48,0.86,72.41,97,2024,11
"phitsanulok","2024-12",25.90,0.00,73.15,100,2024,12
"phitsanulok","2025-01",23.75,0.00,76.38,99,2025,01
"phitsanulok","2025-02",26.96,1.96,74.22,96,2025,02
"phitsanulok","2025-03",29.61,0.02,67.64,96,2025,03
"phitsanulok","2025-04",30.88,1.01,67.57,90,2025,04
"phitsanulok","2025-05",29.18,8.95,78.22,83,2025,05
"phitsanulok","2025-06",28.63,8.70,78.60,87,2025,06
"phitsanulok","2025-07",28.15,7.64,80.73,85,2025,07
"phitsanulok","2025-08",28.16,10.34,80.35,85,2025,08
"phitsanulok","2025-09",27.94,11.58,83.13,82,2025,09
"phitsanulok","2025-10",28.12,5.55,78.66,89,2025,10
"phitsanulok","2025-11",25.68,4.32,79.54,90,2025,11
"sukhothai","2020-01",27.30,0.06,71.25,100,2020,01
"sukhothai","2020-02",28.05,0.01,69.94,100,2020,02
"sukhothai","2020-03",31.02,0.11,65.80,94,2020,03
"sukhothai","2020-04",31.66,2.47,67.48,91,2020,04
"sukhothai","2020-05",32.27,3.66,69.07,85,2020,05
"sukhothai","2020-06",29.08,7.71,79.00,85,2020,06
"sukhothai","2020-07",29.07,8.87,79.39,83,2020,07
"sukhothai","2020-08",28.01,10.65,81.36,82,2020,08
"sukhothai","2020-09",28.28,10.22,81.67,83,2020,09
"sukhothai","2020-10",26.55,8.85,82.56,85,2020,10
"sukhothai","2020-11",26.90,0.49,73.10,98,2020,11
"sukhothai","2020-12",24.77,0.01,74.88,100,2020,12
"sukhothai","2021-01",23.93,0.00,76.11,99,2021,01
"sukhothai","2021-02",26.69,0.49,72.75,98,2021,02
"sukhothai","2021-03",30.39,0.54,67.22,95,2021,03
"sukhothai","2021-04",29.09,7.44,78.06,85,2021,04
"sukhothai","2021-05",30.40,3.15,72.58,87,2021,05
"sukhothai","2021-06",29.41,5.37,75.32,85,2021,06
"sukhothai","2021-07",28.63,10.31,80.84,81,2021,07
"sukhothai","2021-08",28.45,8.72,79.03,85,2021,08
"sukhothai","2021-09",27.51,17.07,83.27,78,2021,09
"sukhothai","2021-10",27.41,7.82,80.13,86,2021,10
"sukhothai","2021-11",26.90,1.34,74.55,94,2021,11
"sukhothai","2021-12",23.61,0.16,77.06,99,2021,12
"sukhothai","2022-01",25.02,0.28,75.30,99,2022,01
"sukhothai","2022-02",25.35,5.03,77.13,93,2022,02
"sukhothai","2022-03",29.45,2.81,72.16,92,2022,03
"sukhothai","2022-04",29.85,1.78,70.77,92,2022,04
"sukhothai","2022-05",27.97,11.74,81.21,81,2022,05
"sukhothai","2022-06",28.68,5.14,77.40,88,2022,06
"sukhothai","2022-07",28.46,12.32,80.03,83,2022,07
"sukhothai","2022-08",27.74,15.51,82.64,79,2022,08
"sukhothai","2022-09",27.32,17.14,83.50,78,2022,09
"sukhothai","2022-10",26.86,7.70,78.60,88,2022,10
"sukhothai","2022-11",26.78,3.79,76.69,92,2022,11
"sukhothai","2022-12",24.54,0.36,76.02,98,2022,12
"sukhothai","2023-01",23.55,0.06,76.84,99,2023,01
"sukhothai","2023-02",26.35,0.31,73.41,98,2023,02
"sukhothai","2023-03",29.02,0.80,69.92,96,2023,03
"sukhothai","2023-04",32.58,1.04,64.92,92,2023,04
"sukhothai","2023-05",31.94,3.66,68.58,85,2023,05
"sukhothai","2023-06",29.95,9.46,77.47,82,2023,06
"sukhothai","2023-07",29.50,9.08,76.86,83,2023,07
"sukhothai","2023-08",29.27,5.96,78.51,84,2023,08
"sukhothai","2023-09",28.06,15.84,83.38,77,2023,09
"sukhothai","2023-10",27.60,10.10,82.00,82,2023,10
"sukhothai","2023-11",26.74,1.29,74.15,96,2023,11
"sukhothai","2023-12",25.88,0.22,73.77,98,2023,12
"sukhothai","2024-01",25.37,1.36,76.22,96,2024,01
"sukhothai","2024-02",27.63,0.08,70.80,100,2024,02
"sukhothai","2024-03",29.96,1.88,69.61,93,2024,03
"sukhothai","2024-04",32.92,0.05,62.78,93,2024,04
"sukhothai","2024-05",31.26,7.55,74.86,79,2024,05
"sukhothai","2024-06",29.02,13.41,81.54,80,2024,06
"sukhothai","2024-07",28.18,11.94,83.49,79,2024,07
"sukhothai","2024-08",28.45,9.67,82.05,82,2024,08
"sukhothai","2024-09",28.36,10.74,80.69,83,2024,09
"sukhothai","2024-10",28.00,8.32,78.38,86,2024,10
"sukhothai","2024-11",27.08,1.33,73.50,97,2024,11
"sukhothai","2024-12",25.23,0.12,74.52,99,2024,12
"sukhothai","2025-01",22.53,0.00,78.21,98,2025,01
"sukhothai","2025-02",26.10,0.34,73.86,98,2025,02
"sukhothai","2025-03",28.85,0.09,68.98,98,2025,03
"sukhothai","2025-04",30.77,1.97,69.79,88,2025,04
"sukhothai","2025-05",29.32,11.38,78.48,81,2025,05
"sukhothai","2025-06",28.78,9.67,79.71,83,2025,06
"sukhothai","2025-07",28.36,8.81,80.77,85,2025,07
"sukhothai","2025-08",28.68,9.60,78.67,84,2025,08
"sukhothai","2025-09",28.10,12.82,82.66,80,2025,09
"sukhothai","2025-10",28.34,5.74,77.59,90,2025,10
"sukhothai","2025-11",25.59,6.77,79.68,90,2025,11
"tak","2020-01",26.06,0.01,72.94,100,2020,01
"tak","2020-02",27.25,0.00,71.13,100,2020,02
"tak","2020-03",31.16,0.03,65.35,96,2020,03
"tak","2020-04",31.97,4.18,66.20,91,2020,04
"tak","2020-05",32.13,1.32,67.34,88,2020,05
"tak","2020-06",29.83,4.70,73.38,84,2020,06
"tak","2020-07",30.60,2.46,71.66,86,2020,07
"tak","2020-08",28.76,6.34,76.48,86,2020,08
"tak","2020-09",28.70,9.13,79.00,83,2020,09
"tak","2020-10",26.33,10.55,82.98,84,2020,10
"tak","2020-11",27.16,1.47,73.56,96,2020,11
"tak","2020-12",25.37,0.10,74.24,99,2020,12
"tak","2021-01",24.46,0.03,75.40,99,2021,01
"tak","2021-02",27.45,0.18,71.38,98,2021,02
"tak","2021-03",31.41,0.11,65.21,94,2021,03
"tak","2021-04",29.14,6.89,75.43,86,2021,04
"tak","2021-05",30.93,2.74,70.08,87,2021,05
"tak","2021-06",29.11,5.14,73.29,91,2021,06
"tak","2021-07",28.14,6.86,78.17,87,2021,07
"tak","2021-08",28.21,4.74,76.40,90,2021,08
"tak","2021-09",26.82,12.12,83.51,82,2021,09
"tak","2021-10",26.64,7.62,80.86,86,2021,10
"tak","2021-11",25.94,2.48,76.51,94,2021,11
"tak","2021-12",23.68,0.06,76.67,99,2021,12
"tak","2022-01",25.10,0.34,75.37,98,2022,01
"tak","2022-02",26.00,2.03,76.33,95,2022,02
"tak","2022-03",30.05,1.93,70.67,90,2022,03
"tak","2022-04",30.52,2.55,70.11,90,2022,04
"tak","2022-05",27.88,8.68,78.40,87,2022,05
"tak","2022-06",29.51,2.15,72.59,89,2022,06
"tak","2022-07",28.96,4.45,76.07,88,2022,07
"tak","2022-08",27.60,7.82,80.81,86,2022,08
"tak","2022-09",27.38,13.24,81.97,81,2022,09
"tak","2022-10",25.84,8.56,81.47,85,2022,10
"tak","2022-11",25.87,4.39,78.76,91,2022,11
"tak","2022-12",24.11,0.19,76.41,98,2022,12
"tak","2023-01",23.76,0.00,76.38,100,2023,01
"tak","2023-02",26.76,0.41,72.86,98,2023,02
"tak","2023-03",29.54,0.15,68.12,97,2023,03
"tak","2023-04",33.30,0.61,63.16,92,2023,04
"tak","2023-05",31.36,2.47,69.61,85,2023,05
"tak","2023-06",29.74,4.28,75.44,87,2023,06
"tak","2023-07",29.57,5.37,75.53,85,2023,07
"tak","2023-08",29.05,3.76,74.40,89,2023,08
"tak","2023-09",27.89,8.94,81.27,84,2023,09
"tak","2023-10",26.94,8.04,82.56,84,2023,10
"tak","2023-11",26.53,1.61,75.33,95,2023,11
"tak","2023-12",25.92,0.59,74.31,98,2023,12
"tak","2024-01",25.76,1.19,75.31,97,2024,01
