province,period,avgTemperature,avgRainfall,avgHumidity,weatherScore,year,month
"roi-et","2024-05",30.39,6.06,74.92,83,2024,05
"roi-et","2024-06",29.52,5.03,75.19,86,2024,06
"roi-et","2024-07",28.18,9.51,81.62,83,2024,07
"roi-et","2024-08",28.33,5.39,78.83,88,2024,08
"roi-et","2024-09",27.54,11.95,82.02,82,2024,09
"roi-et","2024-10",26.89,2.44,76.73,93,2024,10
"roi-et","2024-11",26.35,0.37,73.60,98,2024,11
"roi-et","2024-12",23.77,0.02,76.40,100,2024,12
"roi-et","2025-01",22.05,0.00,78.92,98,2025,01
"roi-et","2025-02",25.39,0.26,74.47,99,2025,02
"roi-et","2025-03",27.53,0.73,72.68,95,2025,03
"roi-et","2025-04",29.44,1.86,71.35,91,2025,04
"roi-et","2025-05",28.89,7.43,77.79,87,2025,05
"roi-et","2025-06",28.92,5.25,78.13,88,2025,06
"roi-et","2025-07",28.47,5.97,78.44,88,2025,07
"roi-et","2025-08",28.12,7.94,79.27,86,2025,08
"roi-et","2025-09",27.27,11.76,83.70,82,2025,09
"roi-et","2025-10",27.13,4.25,77.95,90,2025,10
"roi-et","2025-11",24.58,3.61,78.62,93,2025,11
"loei","2020-01",24.62,0.00,75.06,100,2020,01
"loei","2020-02",24.59,0.05,75.27,99,2020,02
"loei","2020-03",27.97,2.59,73.96,94,2020,03
"loei","2020-04",28.40,2.54,73.62,93,2020,04
"loei","2020-05",30.94,2.05,70.53,85,2020,05
"loei","2020-06",29.04,4.23,76.06,90,2020,06
"loei","2020-07",29.45,3.44,73.97,89,2020,07
"loei","2020-08",27.25,9.45,80.17,86,2020,08
"loei","2020-09",27.43,6.41,81.11,86,2020,09
"loei","2020-10",24.80,9.43,83.52,85,2020,10
"loei","2020-11",24.33,0.11,75.83,98,2020,11
"loei","2020-12",21.96,0.03,79.14,96,2020,12
"loei","2021-01",20.68,0.00,80.99,94,2021,01
"loei","2021-02",24.23,0.44,76.02,99,2021,02
"loei","2021-03",27.47,0.82,73.11,95,2021,03
"loei","2021-04",27.26,9.10,80.07,86,2021,04
"loei","2021-05",28.56,4.31,76.25,89,2021,05
"loei","2021-06",28.46,3.84,74.55,92,2021,06
"loei","2021-07",27.82,5.47,77.39,88,2021,07
"loei","2021-08",28.12,3.51,76.36,91,2021,08
"loei","2021-09",26.26,15.87,85.41,79,2021,09
"loei","2021-10",25.63,5.01,80.56,90,2021,10
"loei","2021-11",24.83,0.41,75.80,98,2021,11
"loei","2021-12",21.76,0.09,79.63,96,2021,12
"loei","2022-01",23.28,0.41,77.67,99,2022,01
"loei","2022-02",22.74,3.34,81.19,89,2022,02
"loei","2022-03",27.32,3.40,76.63,92,2022,03
"loei","2022-04",27.74,2.75,74.41,92,2022,04
"loei","2022-05",27.04,7.49,80.92,87,2022,05
"loei","2022-06",29.32,2.89,73.19,92,2022,06
"loei","2022-07",27.85,10.17,81.36,83,2022,07
"loei","2022-08",27.03,7.05,82.18,86,2022,08
"loei","2022-09",26.08,14.22,85.47,80,2022,09
"loei","2022-10",24.98,3.83,79.34,93,2022,10
"loei","2022-11",25.08,2.80,78.40,94,2022,11
"loei","2022-12",21.33,0.20,80.53,93,2022,12
"loei","2023-01",20.83,0.04,80.88,93,2023,01
"loei","2023-02",24.71,0.11,75.28,98,2023,02
"loei","2023-03",27.37,0.04,71.07,99,2023,03
"loei","2023-04",30.34,1.24,68.52,93,2023,04
"loei","2023-05",29.58,4.03,73.84,89,2023,05
"loei","2023-06",28.59,5.59,78.75,86,2023,06
"loei","2023-07",28.63,4.77,77.24,89,2023,07
"loei","2023-08",27.66,4.94,80.23,87,2023,08
"loei","2023-09",26.88,12.59,82.90,82,2023,09
"loei","2023-10",26.21,8.80,82.59,85,2023,10
"loei","2023-11",24.59,0.77,77.01,97,2023,11
"loei","2023-12",23.29,0.11,77.39,96,2023,12
"loei","2024-01",23.04,0.71,78.84,95,2024,01
"loei","2024-02",25.61,0.11,73.93,99,2024,02
"loei","2024-03",28.04,2.35,72.51,95,2024,03
"loei","2024-04",31.41,1.87,66.09,91,2024,04
"loei","2024-05",29.32,6.68,76.86,85,2024,05
"loei","2024-06",28.66,6.01,76.97,87,2024,06
"loei","2024-07",27.52,7.18,82.30,85,2024,07
"loei","2024-08",27.37,6.50,80.94,87,2024,08
"loei","2024-09",27.13,10.57,82.39,83,2024,09
"loei","2024-10",26.42,4.27,77.92,90,2024,10
"loei","2024-11",24.82,0.44,76.07,98,2024,11
"loei","2024-12",22.00,0.00,79.01,95,2024,12
"loei","2025-01",19.88,0.00,82.19,91,2025,01
"loei","2025-02",24.08,1.22,77.03,96,2025,02
"loei","2025-03",26.50,0.48,73.66,98,2025,03
"loei","2025-04",27.97,2.53,74.25,94,2025,04
"loei","2025-05",27.67,6.78,78.12,87,2025,05
"loei","2025-06",27.97,5.60,78.96,89,2025,06
"loei","2025-07",27.35,6.66,80.07,87,2025,07
"loei","2025-08",27.11,8.05,79.44,86,2025,08
"loei","2025-09",26.40,9.44,85.80,81,2025,09
"loei","2025-10",26.22,4.49,79.14,90,2025,10
"loei","2025-11",23.14,4.35,81.77,90,2025,11
"buri-ram","2020-01",25.90,0.05,73.30,99,2020,01
"buri-ram","2020-02",26.26,0.06,72.80,99,2020,02
"buri-ram","2020-03",29.86,0.98,69.79,93,2020,03
"buri-ram","2020-04",29.70,2.88,73.18,89,2020,04
"buri-ram","2020-05",30.99,1.97,69.75,85,2020,05
"buri-ram","2020-06",29.61,3.74,75.37,85,2020,06
"buri-ram","2020-07",29.04,6.40,78.02,87,2020,07
"buri-ram","2020-08",28.07,7.47,80.26,85,2020,08
"buri-ram","2020-09",27.73,16.51,82.14,83,2020,09
"buri-ram","2020-10",24.78,13.44,85.16,82,2020,10
"buri-ram","2020-11",25.30,0.60,75.24,98,2020,11
"buri-ram","2020-12",23.69,0.30,77.31,97,2020,12
"buri-ram","2021-01",22.31,0.00,78.53,95,2021,01
"buri-ram","2021-02",25.18,0.17,74.74,99,2021,02
"buri-ram","2021-03",29.16,0.95,70.47,95,2021,03
"buri-ram","2021-04",28.85,4.12,76.96,88,2021,04
"buri-ram","2021-05",29.66,4.03,74.72,86,2021,05
"buri-ram","2021-06",30.00,1.66,71.52,89,2021,06
"buri-ram","2021-07",28.53,7.86,78.07,87,2021,07
"buri-ram","2021-08",28.57,5.68,78.98,85,2021,08
"buri-ram","2021-09",26.72,12.74,84.74,81,2021,09
"buri-ram","2021-10",26.05,9.18,82.44,85,2021,10
"buri-ram","2021-11",25.61,1.19,76.11,95,2021,11
"buri-ram","2021-12",23.60,0.17,77.10,98,2021,12
"buri-ram","2022-01",24.84,0.22,75.39,98,2022,01
"buri-ram","2022-02",24.83,3.19,78.51,92,2022,02
"buri-ram","2022-03",27.97,3.57,74.94,92,2022,03
"buri-ram","2022-04",27.21,2.82,74.76,92,2022,04
"buri-ram","2022-05",27.25,7.87,82.35,84,2022,05
"buri-ram","2022-06",29.04,2.93,74.35,93,2022,06
"buri-ram","2022-07",27.97,8.18,80.48,85,2022,07
"buri-ram","2022-08",27.55,6.72,81.29,86,2022,08
"buri-ram","2022-09",26.39,18.06,85.92,77,2022,09
"buri-ram","2022-10",25.41,5.02,79.34,91,2022,10
"buri-ram","2022-11",26.15,3.30,78.39,92,2022,11
"buri-ram","2022-12",23.05,0.03,77.51,98,2022,12
"buri-ram","2023-01",22.17,1.17,79.72,95,2023,01
"buri-ram","2023-02",26.46,1.03,73.75,97,2023,02
"buri-ram","2023-03",28.14,0.35,70.40,98,2023,03
"buri-ram","2023-04",31.02,2.07,69.66,87,2023,04
"buri-ram","2023-05",29.61,6.64,76.00,86,2023,05
"buri-ram","2023-06",29.18,6.81,77.22,86,2023,06
"buri-ram","2023-07",28.60,7.22,78.75,86,2023,07
"buri-ram","2023-08",28.81,3.48,76.93,89,2023,08
"buri-ram","2023-09",27.10,11.45,84.27,82,2023,09
"buri-ram","2023-10",26.91,8.08,80.78,86,2023,10
"buri-ram","2023-11",26.00,0.44,74.33,98,2023,11
"buri-ram","2023-12",25.05,0.24,75.12,97,2023,12
"buri-ram","2024-01",25.16,0.08,74.50,99,2024,01
"buri-ram","2024-02",28.16,0.18,70.32,99,2024,02
"buri-ram","2024-03",29.17,2.80,72.50,91,2024,03
"buri-ram","2024-04",32.82,0.24,63.49,92,2024,04
"buri-ram","2024-05",30.85,4.27,73.29,84,2024,05
"buri-ram","2024-06",30.28,6.50,74.73,82,2024,06
"buri-ram","2024-07",28.26,7.41,81.13,84,2024,07
"buri-ram","2024-08",28.73,4.20,76.86,91,2024,08
"buri-ram","2024-09",27.77,8.60,82.11,84,2024,09
"buri-ram","2024-10",26.85,4.51,77.50,91,2024,10
"buri-ram","2024-11",26.47,0.63,73.72,98,2024,11
"buri-ram","2024-12",23.91,0.01,76.15,100,2024,12
"buri-ram","2025-01",22.23,0.00,78.66,98,2025,01
"buri-ram","2025-02",26.02,0.08,73.19,99,2025,02
"buri-ram","2025-03",28.17,1.10,71.85,95,2025,03
"buri-ram","2025-04",29.73,2.19,71.79,90,2025,04
"buri-ram","2025-05",28.82,7.39,79.35,84,2025,05
"buri-ram","2025-06",28.71,3.45,76.32,92,2025,06
"buri-ram","2025-07",28.39,4.87,78.39,89,2025,07
"buri-ram","2025-08",28.18,4.71,78.46,88,2025,08
"buri-ram","2025-09",27.10,10.35,84.73,81,2025,09
"buri-ram","2025-10",26.97,4.14,78.85,89,2025,10
"buri-ram","2025-11",24.50,3.34,79.48,92,2025,11
"nakhon-ratchasima","2020-01",27.17,0.05,71.39,99,2020,01
"nakhon-ratchasima","2020-02",27.13,0.04,71.44,99,2020,02
"nakhon-ratchasima","2020-03",30.38,1.02,69.05,91,2020,03
"nakhon-ratchasima","2020-04",30.09,3.34,72.78,87,2020,04
"nakhon-ratchasima","2020-05",30.51,3.18,72.20,85,2020,05
"nakhon-ratchasima","2020-06",29.23,3.69,74.82,89,2020,06
"nakhon-ratchasima","2020-07",28.82,5.05,78.22,87,2020,07
"nakhon-ratchasima","2020-08",28.26,4.72,78.25,90,2020,08
"nakhon-ratchasima","2020-09",27.48,14.64,82.98,82,2020,09
"nakhon-ratchasima","2020-10",24.50,12.55,84.87,83,2020,10
"nakhon-ratchasima","2020-11",24.79,0.60,76.06,98,2020,11
"nakhon-ratchasima","2020-12",23.34,0.21,77.63,96,2020,12
"nakhon-ratchasima","2021-01",21.97,0.01,79.06,95,2021,01
"nakhon-ratchasima","2021-02",25.08,0.19,74.94,99,2021,02
"nakhon-ratchasima","2021-03",28.50,1.32,72.04,95,2021,03
"nakhon-ratchasima","2021-04",28.00,4.57,78.43,88,2021,04
"nakhon-ratchasima","2021-05",29.07,2.95,74.58,91,2021,05
"nakhon-ratchasima","2021-06",29.97,1.41,71.23,89,2021,06
"nakhon-ratchasima","2021-07",28.22,6.69,78.02,87,2021,07
"nakhon-ratchasima","2021-08",28.28,6.42,78.15,89,2021,08
"nakhon-ratchasima","2021-09",26.39,12.59,85.75,80,2021,09
"nakhon-ratchasima","2021-10",25.84,7.69,82.99,86,2021,10
"nakhon-ratchasima","2021-11",25.20,1.28,76.88,95,2021,11
"nakhon-ratchasima","2021-12",23.04,0.43,78.66,97,2021,12
"nakhon-ratchasima","2022-01",24.52,0.48,76.34,98,2022,01
"nakhon-ratchasima","2022-02",25.14,2.72,78.72,93,2022,02
"nakhon-ratchasima","2022-03",28.20,3.59,74.12,92,2022,03
"nakhon-ratchasima","2022-04",28.04,3.64,73.84,90,2022,04
"nakhon-ratchasima","2022-05",27.46,6.32,80.75,87,2022,05
"nakhon-ratchasima","2022-06",29.20,3.37,74.76,91,2022,06
"nakhon-ratchasima","2022-07",28.35,7.53,79.47,85,2022,07
"nakhon-ratchasima","2022-08",27.79,5.69,79.28,88,2022,08
"nakhon-ratchasima","2022-09",26.41,14.45,85.81,79,2022,09
"nakhon-ratchasima","2022-10",25.04,4.79,79.86,91,2022,10
"nakhon-ratchasima","2022-11",25.53,4.72,79.75,91,2022,11
"nakhon-ratchasima","2022-12",22.36,0.30,79.26,96,2022,12
"nakhon-ratchasima","2023-01",22.15,0.41,79.57,96,2023,01
"nakhon-ratchasima","2023-02",25.87,0.89,74.70,98,2023,02
"nakhon-ratchasima","2023-03",28.11,0.19,70.42,97,2023,03
"nakhon-ratchasima","2023-04",31.13,1.02,68.36,90,2023,04
"nakhon-ratchasima","2023-05",29.91,4.21,74.52,88,2023,05
"nakhon-ratchasima","2023-06",29.57,5.13,75.63,87,2023,06
"nakhon-ratchasima","2023-07",29.02,4.95,78.02,87,2023,07
"nakhon-ratchasima","2023-08",29.84,4.07,74.62,85,2023,08
"nakhon-ratchasima","2023-09",27.48,9.68,83.23,83,2023,09
"nakhon-ratchasima","2023-10",26.90,7.13,80.48,86,2023,10
"nakhon-ratchasima","2023-11",25.67,0.66,75.47,97,2023,11
"nakhon-ratchasima","2023-12",25.04,0.17,74.94,97,2023,12
"nakhon-ratchasima","2024-01",25.34,0.11,74.33,98,2024,01
"nakhon-ratchasima","2024-02",28.37,0.18,70.00,98,2024,02
"nakhon-ratchasima","2024-03",29.54,2.84,72.44,92,2024,03
"nakhon-ratchasima","2024-04",33.35,0.21,62.60,89,2024,04
"nakhon-ratchasima","2024-05",30.88,6.04,73.87,81,2024,05
"nakhon-ratchasima","2024-06",30.72,4.87,73.97,82,2024,06
"nakhon-ratchasima","2024-07",28.24,6.87,80.37,85,2024,07
"nakhon-ratchasima","2024-08",28.97,4.90,77.15,86,2024,08
"nakhon-ratchasima","2024-09",27.84,7.77,81.27,85,2024,09
"nakhon-ratchasima","2024-10",26.77,6.18,78.07,89,2024,10
"nakhon-ratchasima","2024-11",26.33,0.94,74.56,96,2024,11
"nakhon-ratchasima","2024-12",23.62,0.13,76.94,99,2024,12
"nakhon-ratchasima","2025-01",22.26,0.00,78.61,98,2025,01
"nakhon-ratchasima","2025-02",26.35,0.21,73.11,99,2025,02
"nakhon-ratchasima","2025-03",28.21,2.22,72.50,93,2025,03
"nakhon-ratchasima","2025-04",29.79,3.24,72.86,88,2025,04
"nakhon-ratchasima","2025-05",28.95,5.08,77.57,88,2025,05
"nakhon-ratchasima","2025-06",29.23,3.44,74.74,89,2025,06
"nakhon-ratchasima","2025-07",28.93,4.32,76.59,88,2025,07
"nakhon-ratchasima","2025-08",28.83,5.55,76.57,88,2025,08
"nakhon-ratchasima","2025-09",27.32,8.78,83.45,83,2025,09
"nakhon-ratchasima","2025-10",26.96,5.09,78.87,90,2025,10
"nakhon-ratchasima","2025-11",24.15,4.19,80.67,91,2025,11
"phuket","2020-01",28.00,0.18,70.53,98,2020,01
"phuket","2020-02",28.52,0.74,71.43,97,2020,02
"phuket","2020-03",29.58,0.43,68.91,98,2020,03
"phuket","2020-04",28.91,4.98,75.74,88,2020,04
"phuket","2020-05",28.09,7.19,78.94,87,2020,05
"phuket","2020-06",27.28,6.65,81.65,85,2020,06
"phuket","2020-07",27.17,6.99,81.37,87,2020,07
"phuket","2020-08",27.75,3.70,77.50,90,2020,08
"phuket","2020-09",26.76,10.92,84.65,81,2020,09
"phuket","2020-10",26.13,12.69,85.25,80,2020,10
"phuket","2020-11",26.66,7.81,83.65,84,2020,11
"phuket","2020-12",26.42,5.09,79.38,89,2020,12
"phuket","2021-01",26.71,1.14,75.28,95,2021,01
"phuket","2021-02",27.83,0.24,70.98,98,2021,02
"phuket","2021-03",28.96,1.63,71.55,97,2021,03
"phuket","2021-04",27.68,4.21,79.21,89,2021,04
"phuket","2021-05",27.99,5.33,79.97,88,2021,05
"phuket","2021-06",27.52,4.06,79.40,89,2021,06
"phuket","2021-07",27.51,5.00,77.56,90,2021,07
"phuket","2021-08",27.04,6.05,81.49,86,2021,08
"phuket","2021-09",26.75,5.36,79.85,88,2021,09
"phuket","2021-10",26.86,6.19,82.28,86,2021,10
"phuket","2021-11",25.97,12.18,85.98,79,2021,11
"phuket","2021-12",26.56,2.86,77.12,93,2021,12
"phuket","2022-01",27.25,0.82,73.08,96,2022,01
"phuket","2022-02",27.36,5.24,79.35,88,2022,02
"phuket","2022-03",27.42,5.65,79.53,89,2022,03
"phuket","2022-04",27.52,5.41,79.70,89,2022,04
"phuket","2022-05",27.31,9.46,82.24,84,2022,05
"phuket","2022-06",26.82,8.75,84.01,83,2022,06
"phuket","2022-07",27.09,6.91,82.21,84,2022,07
"phuket","2022-08",26.92,7.08,81.25,86,2022,08
"phuket","2022-09",26.79,7.17,80.45,87,2022,09
"phuket","2022-10",25.98,13.79,86.56,79,2022,10
"phuket","2022-11",26.07,11.98,85.18,79,2022,11
"phuket","2022-12",25.95,6.40,80.39,88,2022,12
"phuket","2023-01",26.70,2.37,76.36,93,2023,01
"phuket","2023-02",27.60,0.99,73.48,95,2023,02
"phuket","2023-03",28.39,1.46,72.40,96,2023,03
"phuket","2023-04",29.44,1.41,71.68,94,2023,04
"phuket","2023-05",28.32,5.12,78.60,88,2023,05
"phuket","2023-06",27.92,5.14,77.35,90,2023,06
"phuket","2023-07",27.32,7.89,80.47,86,2023,07
"phuket","2023-08",27.27,8.10,80.23,86,2023,08
"phuket","2023-09",26.83,10.46,81.22,84,2023,09
"phuket","2023-10",26.94,8.60,83.67,83,2023,10
"phuket","2023-11",26.85,10.05,82.32,85,2023,11
"phuket","2023-12",27.20,3.65,78.33,90,2023,12
"phuket","2024-01",27.95,1.27,73.47,94,2024,01
"phuket","2024-02",29.31,0.73,70.08,97,2024,02
"phuket","2024-03",29.89,2.40,70.38,91,2024,03
"phuket","2024-04",30.03,2.64,72.05,91,2024,04
"phuket","2024-05",29.25,6.95,77.77,86,2024,05
"phuket","2024-06",28.23,7.41,76.62,90,2024,06
"phuket","2024-07",27.43,6.28,80.35,88,2024,07
"phuket","2024-08",27.10,8.15,81.99,84,2024,08
"phuket","2024-09",26.68,11.37,83.34,82,2024,09
"phuket","2024-10",26.83,8.13,81.77,85,2024,10
"phuket","2024-11",27.22,7.14,82.98,84,2024,11
"phuket","2024-12",27.28,4.87,78.62,89,2024,12
"phuket","2025-01",28.01,1.36,73.53,95,2025,01
"phuket","2025-02",28.57,1.62,72.17,96,2025,02
"phuket","2025-03",29.11,3.76,75.52,91,2025,03
"phuket","2025-04",27.96,8.14,81.42,85,2025,04
"phuket","2025-05",27.74,10.13,82.36,83,2025,05
"phuket","2025-06",27.77,7.37,78.73,87,2025,06
"phuket","2025-07",28.36,3.44,74.96,93,2025,07
"phuket","2025-08",27.75,5.92,78.91,88,2025,08
"phuket","2025-09",27.08,7.62,81.58,85,2025,09
"phuket","2025-10",27.08,10.97,82.50,84,2025,10
"phuket","2025-11",26.52,8.77,81.11,86,2025,11
"songkhla","2020-01",27.09,0.70,73.46,96,2020,01
"songkhla","2020-02",27.13,1.49,75.15,94,2020,02
"songkhla","2020-03",28.10,0.41,71.07,98,2020,03
"songkhla","2020-04",28.53,5.94,75.66,91,2020,04
"songkhla","2020-05",28.53,4.44,78.16,89,2020,05
"songkhla","2020-06",28.04,7.33,81.95,84,2020,06
"songkhla","2020-07",27.77,8.10,82.03,84,2020,07
"songkhla","2020-08",28.30,4.24,78.13,90,2020,08
"songkhla","2020-09",27.68,7.63,81.59,85,2020,09
"songkhla","2020-10",27.11,7.95,83.28,84,2020,10
"songkhla","2020-11",26.41,13.09,86.51,79,2020,11
"songkhla","2020-12",26.09,15.30,82.81,84,2020,12
"songkhla","2021-01",25.77,3.64,80.04,90,2021,01
"songkhla","2021-02",26.44,0.19,72.91,98,2021,02
"songkhla","2021-03",27.37,2.65,74.65,93,2021,03
"songkhla","2021-04",27.93,5.35,80.34,87,2021,04
"songkhla","2021-05",28.19,6.22,79.65,87,2021,05
"songkhla","2021-06",28.59,4.15,76.56,89,2021,06
"songkhla","2021-07",28.59,3.47,74.96,92,2021,07
"songkhla","2021-08",28.18,5.48,79.26,87,2021,08
"songkhla","2021-09",27.77,4.43,78.29,88,2021,09
"songkhla","2021-10",27.64,6.27,80.27,86,2021,10
"songkhla","2021-11",26.03,23.98,86.82,77,2021,11
"songkhla","2021-12",26.19,5.55,81.01,87,2021,12
"songkhla","2022-01",26.57,1.07,74.63,96,2022,01
"songkhla","2022-02",26.74,7.81,78.83,88,2022,02
"songkhla","2022-03",27.36,5.05,77.78,89,2022,03
"songkhla","2022-04",27.69,6.08,78.95,88,2022,04
"songkhla","2022-05",28.35,6.30,78.64,88,2022,05
"songkhla","2022-06",27.73,7.06,83.04,84,2022,06
"songkhla","2022-07",28.03,4.21,78.19,90,2022,07
"songkhla","2022-08",27.89,5.02,78.25,89,2022,08
"songkhla","2022-09",27.93,4.18,78.64,89,2022,09
"songkhla","2022-10",26.63,11.48,85.50,79,2022,10
"songkhla","2022-11",26.38,13.48,84.94,80,2022,11
"songkhla","2022-12",25.74,18.90,83.27,83,2022,12
"songkhla","2023-01",25.86,5.78,82.15,87,2023,01
"songkhla","2023-02",26.49,1.82,75.96,93,2023,02
"songkhla","2023-03",27.02,0.90,72.99,96,2023,03
"songkhla","2023-04",28.92,2.57,74.08,95,2023,04
"songkhla","2023-05",29.19,4.98,77.53,88,2023,05
"songkhla","2023-06",29.00,4.44,76.35,90,2023,06
"songkhla","2023-07",29.29,4.49,74.33,89,2023,07
"songkhla","2023-08",29.08,3.16,76.12,91,2023,08
"songkhla","2023-09",28.09,7.46,80.86,85,2023,09
"songkhla","2023-10",27.58,11.04,84.02,81,2023,10
"songkhla","2023-11",26.51,15.17,86.20,78,2023,11
"songkhla","2023-12",26.85,7.48,81.43,86,2023,12
"songkhla","2024-01",27.18,2.16,76.43,92,2024,01
"songkhla","2024-02",28.46,0.68,71.11,97,2024,02
"songkhla","2024-03",29.20,0.86,70.61,96,2024,03
"songkhla","2024-04",30.09,1.35,70.59,89,2024,04
"songkhla","2024-05",29.76,7.03,76.39,83,2024,05
"songkhla","2024-06",29.28,5.16,74.72,87,2024,06
"songkhla","2024-07",28.77,5.64,76.33,87,2024,07
"songkhla","2024-08",27.75,8.69,81.95,84,2024,08
"songkhla","2024-09",28.00,5.74,80.16,87,2024,09
"songkhla","2024-10",27.64,8.40,81.97,84,2024,10
"songkhla","2024-11",26.73,18.12,84.49,79,2024,11
"songkhla","2024-12",26.61,10.50,81.47,85,2024,12
"songkhla","2025-01",26.49,3.67,78.40,91,2025,01
"songkhla","2025-02",26.83,2.78,74.47,94,2025,02
"songkhla","2025-03",28.01,1.45,73.63,95,2025,03
"songkhla","2025-04",27.99,6.75,79.14,88,2025,04
"songkhla","2025-05",28.32,8.32,80.26,86,2025,05
"songkhla","2025-06",29.47,2.39,73.78,91,2025,06
"songkhla","2025-07",30.56,1.55,70.16,89,2025,07
"songkhla","2025-08",28.95,5.06,76.28,90,2025,08
"songkhla","2025-09",28.56,5.10,77.33,89,2025,09
"songkhla","2025-10",27.43,10.18,83.82,81,2025,10
"songkhla","2025-11",26.92,24.26,82.53,82,2025,11
"krabi","2020-01",28.04,0.56,71.61,98,2020,01
"krabi","2020-02",28.38,1.75,72.21,96,2020,02
"krabi","2020-03",29.30,0.92,70.49,97,2020,03
"krabi","2020-04",28.89,6.06,78.28,87,2020,04
"krabi","2020-05",28.29,7.14,80.22,86,2020,05
"krabi","2020-06",27.21,6.39,81.56,86,2020,06
"krabi","2020-07",27.16,6.10,80.81,86,2020,07
"krabi","2020-08",27.61,4.26,78.05,90,2020,08
"krabi","2020-09",26.74,9.51,83.55,82,2020,09
"krabi","2020-10",26.22,11.71,85.17,80,2020,10
"krabi","2020-11",26.63,7.57,84.53,84,2020,11
"krabi","2020-12",26.13,6.76,80.70,88,2020,12
"krabi","2021-01",26.55,1.16,75.31,95,2021,01
"krabi","2021-02",27.99,0.71,72.15,98,2021,02
"krabi","2021-03",28.99,1.44,71.58,95,2021,03
"krabi","2021-04",27.60,6.23,82.50,85,2021,04
"krabi","2021-05",27.90,7.78,82.57,84,2021,05
"krabi","2021-06",27.60,4.30,79.49,88,2021,06
"krabi","2021-07",27.51,5.90,77.96,89,2021,07
"krabi","2021-08",27.09,7.17,82.81,85,2021,08
"krabi","2021-09",26.78,7.53,80.65,86,2021,09
"krabi","2021-10",26.90,6.87,82.78,85,2021,10
"krabi","2021-11",25.86,13.11,86.54,78,2021,11
"krabi","2021-12",26.28,3.29,77.72,92,2021,12
"krabi","2022-01",27.67,0.75,72.73,96,2022,01
"krabi","2022-02",27.54,5.82,80.56,87,2022,02
"krabi","2022-03",27.71,6.39,79.94,86,2022,03
"krabi","2022-04",27.54,7.34,81.86,85,2022,04
"krabi","2022-05",27.64,7.11,81.49,84,2022,05
"krabi","2022-06",26.80,7.34,83.73,84,2022,06
"krabi","2022-07",27.09,7.66,83.17,83,2022,07
"krabi","2022-08",27.10,5.77,80.58,87,2022,08
"krabi","2022-09",26.92,6.90,80.57,87,2022,09
"krabi","2022-10",25.91,14.88,86.10,80,2022,10
"krabi","2022-11",26.19,8.43,83.85,83,2022,11
"krabi","2022-12",25.67,5.75,80.28,89,2022,12
"krabi","2023-01",26.52,3.75,78.13,90,2023,01
"krabi","2023-02",27.78,2.61,75.53,93,2023,02
"krabi","2023-03",28.58,2.21,72.93,95,2023,03
"krabi","2023-04",29.23,3.60,74.79,90,2023,04
"krabi","2023-05",28.52,6.78,80.38,85,2023,05
"krabi","2023-06",27.96,5.12,77.84,89,2023,06
"krabi","2023-07",27.45,8.61,79.99,86,2023,07
"krabi","2023-08",27.44,7.22,80.32,86,2023,08
"krabi","2023-09",26.90,10.64,82.14,83,2023,09
"krabi","2023-10",27.05,8.33,83.85,83,2023,10
"krabi","2023-11",26.62,11.12,84.79,81,2023,11
"krabi","2023-12",27.35,4.58,78.80,89,2023,12
"krabi","2024-01",28.57,2.61,73.51,94,2024,01
"krabi","2024-02",29.66,0.99,70.07,95,2024,02
"krabi","2024-03",30.06,1.84,71.02,91,2024,03
"krabi","2024-04",30.02,3.42,73.24,90,2024,04
"krabi","2024-05",29.26,9.74,78.87,83,2024,05
"krabi","2024-06",28.46,6.89,77.39,87,2024,06
"krabi","2024-07",27.60,7.12,80.39,86,2024,07
"krabi","2024-08",27.35,9.43,82.77,83,2024,08
"krabi","2024-09",26.93,13.12,84.36,79,2024,09
"krabi","2024-10",27.01,8.24,82.28,86,2024,10
"krabi","2024-11",26.73,11.56,84.21,80,2024,11
"krabi","2024-12",26.79,6.08,80.11,89,2024,12
"krabi","2025-01",27.55,0.81,73.11,96,2025,01
"krabi","2025-02",28.29,2.36,73.13,95,2025,02
"krabi","2025-03",28.99,3.41,74.78,91,2025,03
"krabi","2025-04",27.92,8.27,81.72,84,2025,04
"krabi","2025-05",27.75,9.98,82.84,82,2025,05
"krabi","2025-06",27.76,7.15,79.14,87,2025,06
"krabi","2025-07",28.44,4.56,75.83,91,2025,07
"krabi","2025-08",27.37,6.91,79.80,87,2025,08
"krabi","2025-09",27.13,8.35,80.97,85,2025,09
"krabi","2025-10",27.32,5.96,80.75,87,2025,10
"krabi","2025-11",26.55,8.30,80.57,88,2025,11
"surat-thani","2020-01",27.08,0.39,72.55,97,2020,01
"surat-thani","2020-02",27.54,0.80,73.09,96,2020,02
"surat-thani","2020-03",29.38,0.22,68.58,96,2020,03
"surat-thani","2020-04",29.55,4.12,72.98,87,2020,04
"surat-thani","2020-05",29.31,5.04,76.82,87,2020,05
"surat-thani","2020-06",27.77,6.30,80.90,87,2020,06
"surat-thani","2020-07",27.64,9.55,82.01,84,2020,07
"surat-thani","2020-08",28.00,4.78,79.10,89,2020,08
"surat-thani","2020-09",27.24,10.57,82.87,83,2020,09
"surat-thani","2020-10",26.09,12.25,87.24,80,2020,10
"surat-thani","2020-11",26.21,7.27,83.06,87,2020,11
"surat-thani","2020-12",25.36,6.41,82.54,87,2020,12
